_source,activity,all_lessee,dataset,geometry_geojson,gloid,lease_number,lease_status,objectid_1,primary_lessee,project_latitude,project_longitude,project_name,project_number,purposeclass,total_consideration
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.1177301930293, 30.2952214664878], [-95.1176641596693, 30.295302006504], [-95.1180994536116, 30.2943131872084], [-95.118198277276, 30.2956699881465], [-95.1179820375158, 30.2954593625032], [-95.1177452946075, 30.295239009894], [-95.1177301930293, 30.2952214664878]]], [[[-95.117789020104, 30.2972439861629], [-95.1186761100403, 30.297197466598], [-95.117586682671, 30.2977283298667], [-95.1175651302907, 30.2974786700777], [-95.117789020104, 30.2972439861629]]], [[[-95.116311834044, 30.2987131117952], [-95.1166243642195, 30.2984871316662], [-95.11692379606, 30.298508601418], [-95.1169386694661, 30.2985186487111], [-95.1168798495779, 30.2985903541194], [-95.1166650138845, 30.2985871655761], [-95.1164047225393, 30.2987604683012], [-95.1162875732431, 30.2989335170955], [-95.1162282826377, 30.2990402998998], [-95.1163684934839, 30.2991141921425], [-95.1164145060911, 30.2991578782773], [-95.1163468863064, 30.2992403734693], [-95.1161185103067, 30.2991385291806], [-95.1161337610052, 30.2989996750427], [-95.1161946820529, 30.2988861878196], [-95.116311834044, 30.2987131117952]]], [[[-95.1185119698716, 30.2962624618674], [-95.1184336044395, 30.2961160528781], [-95.1184307918143, 30.2958846900697], [-95.1186412024067, 30.2962407193773], [-95.1186579658682, 30.2964217538485], [-95.1183557887763, 30.2967903060288], [-95.1184148009039, 30.2966205312568], [-95.1185119698716, 30.2962624618674]]], [[[-95.1176641596693, 30.295302006504], [-95.1176396212891, 30.2953577493059], [-95.1176292969515, 30.2953445293286], [-95.1176641596693, 30.295302006504]]]]}",SD20180053,SD20180053,Active,99,"Texas Department of Transportation, Beaumont District",,,SD20180053,P031996,Special Document (SD),4500
glo_upland_leases,Cathodic Protection Unit,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-104.970465747999, 31.7565420505954], [-104.970464855972, 31.7565145420025], [-104.970497294137, 31.7565135230524], [-104.970498308335, 31.7565409453327], [-104.970465747999, 31.7565420505954]]]}",SL20190004,SL20190004,Active,100,Rio Grande Pipeline Company,,,SL20190004,P032099,Commercial (LC/ME/SL/LA),20000
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.187917650269, 30.1371939941289], [-95.1878846264025, 30.1372215945584], [-95.1878932924501, 30.1372124847938], [-95.1879259569904, 30.1371386184472], [-95.1879515185518, 30.1370709570427], [-95.1879785802997, 30.1370175297259], [-95.188022812446, 30.1369718992272], [-95.1880659073252, 30.136937604283], [-95.1881307800617, 30.1369021696315], [-95.1881982686924, 30.1368423499817], [-95.1882479787653, 30.1367760184088], [-95.1882809837671, 30.1367177501317], [-95.1883139878706, 30.136659482597], [-95.188367508597, 30.136592697197], [-95.1884062241891, 30.1365504257794], [-95.1884556557842, 30.1364703166117], [-95.1884888665003, 30.1364152240897], [-95.1885220781146, 30.1363601315369], [-95.1885382720443, 30.1363319388741], [-95.1885374384077, 30.1363467689817], [-95.1885266020304, 30.1364122245086], [-95.1884789886254, 30.1364877788076], [-95.1884530300086, 30.1365831725146], [-95.1884161002673, 30.1366757934082], [-95.1883984178293, 30.1367201421756], [-95.1883538919339, 30.1368000802249], [-95.1883157512635, 30.1368516959547], [-95.1882837999855, 30.1368995437486], [-95.188220998764, 30.1369719233108], [-95.1881448593572, 30.1370356785935], [-95.1880405919021, 30.1370752866344], [-95.1879819355073, 30.1371211913263], [-95.1879550138966, 30.1371470492198], [-95.187917650269, 30.1371939941289]]], [[[-95.1878401921353, 30.1372678114902], [-95.1878387350679, 30.1372693792452], [-95.187815289039, 30.1373195683685], [-95.1877791561033, 30.1373969150224], [-95.1877427581646, 30.1374562347996], [-95.187715816791, 30.1375041638732], [-95.1876795742608, 30.137546150543], [-95.1876351974858, 30.1376112851987], [-95.1875969553058, 30.1376446569724], [-95.1875393454483, 30.1376958752736], [-95.1874868595812, 30.1377408186741], [-95.1874534647105, 30.1377691841791], [-95.187412696468, 30.1378242021416], [-95.1873816470985, 30.1378740328407], [-95.1873848028801, 30.1378649394508], [-95.1874012501346, 30.1378021767812], [-95.1874115906419, 30.1377758420542], [-95.1874460140836, 30.1376858496087], [-95.187480166234, 30.1376360009463], [-95.1875081819928, 30.1375924387961], [-95.1875612364935, 30.1375269141324], [-95.1876100832854, 30.1375058908856], [-95.1876847503535, 30.1374560491243], [-95.1877344460533, 30.1373986692276], [-95.187778588368, 30.1373605482741], [-95.1877977431448, 30.1373090889643], [-95.1878401921353, 30.1372678114902]]], [[[-95.1873712706587, 30.1379039318695], [-95.1873570134968, 30.1379480353678], [-95.1873404162236, 30.1379851445968], [-95.1873147944751, 30.1380295611412], [-95.187296861407, 30.1380780694882], [-95.1872596612728, 30.1381275605631], [-95.1872337026561, 30.1381699998878], [-95.1871990833816, 30.1382175665896], [-95.1871969364081, 30.1382220048939], [-95.1871966812866, 30.1382170818176], [-95.1871999215098, 30.1381632340532], [-95.1872099979123, 30.1381227330383], [-95.1872040744213, 30.1380739225072], [-95.1872837415123, 30.1380237920335], [-95.187314945392, 30.1379772841257], [-95.1873636349788, 30.1379259339007], [-95.1873712706587, 30.1379039318695]]], [[[-95.1871984437811, 30.1382510880956], [-95.1871928921927, 30.1382303672087], [-95.1871969364081, 30.1382220048939], [-95.1871984437811, 30.1382510880956]]], [[[-95.1878846264025, 30.1372215945584], [-95.1878464435113, 30.1372617323606], [-95.1878401921353, 30.1372678114902], [-95.1878778818513, 30.1372272316424], [-95.1878846264025, 30.1372215945584]]], [[[-95.1873816470985, 30.1378740328407], [-95.1873712706587, 30.1379039318695], [-95.1873801702682, 30.1378764038807], [-95.1873816470985, 30.1378740328407]]]]}",SD20190003,SD20190003,Active,101,Texas Department of Transportation (Houston),,,SD20190003,P032110,Commercial (LC/ME/SL/LA),1500
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-95.1708996403365, 30.1485028029317], [-95.1709049637529, 30.1485907526358], [-95.1708606022492, 30.1486998450847], [-95.1708315174952, 30.1488429765499], [-95.1708895315946, 30.1490330579592], [-95.1708833592703, 30.1492191587229], [-95.1710834356436, 30.1493015630558], [-95.1712533142504, 30.1493360634363], [-95.170993928407, 30.1493720164026], [-95.1709116894394, 30.1493989679133], [-95.1706993339944, 30.1495126456316], [-95.1706756993193, 30.1493405851339], [-95.1706761664433, 30.1491385689076], [-95.1707237133729, 30.1489768049307], [-95.1707365296371, 30.1488569976881], [-95.1707243134475, 30.1487759150888], [-95.1707525133609, 30.1486449963133], [-95.170773860027, 30.1484911144652], [-95.1708996403365, 30.1485028029317]]]}",SD20190004,SD20190004,Active,102,Texas Department of Transportation (Houston),,,SD20190004,P032111,Special Document (SD),1500
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.1237682758053, 30.1475660868384], [-95.1236785260236, 30.1476042403592], [-95.1236241015921, 30.1476897524783], [-95.1235937915361, 30.1478423282182], [-95.1235249230932, 30.1479526286442], [-95.1235548486703, 30.1481361485863], [-95.1236003177967, 30.1482744763684], [-95.1236565810795, 30.1483363079869], [-95.1235596313008, 30.1482946475031], [-95.1234364318512, 30.1482189437771], [-95.1234120740322, 30.1480797629903], [-95.123417894217, 30.1479612783276], [-95.1234161398072, 30.1478384341083], [-95.1235045151666, 30.1477273357777], [-95.1235615842382, 30.1476468270848], [-95.1236198256114, 30.1475887058283], [-95.1237682758053, 30.1475660868384]]], [[[-95.1242938504337, 30.1472298060584], [-95.1241922015677, 30.1472907628706], [-95.1242514894781, 30.1471357937094], [-95.1241814154961, 30.146959218135], [-95.1241380636988, 30.1468454364888], [-95.1241327115363, 30.1466297774452], [-95.1241284499286, 30.1466214935234], [-95.1241206803997, 30.1465243368339], [-95.1241547220574, 30.1465182699268], [-95.1241591759046, 30.1465447141817], [-95.1241870551194, 30.146735603242], [-95.124251825448, 30.1468353364029], [-95.1243188262935, 30.1470173483072], [-95.1243261754108, 30.1471596922002], [-95.1242938504337, 30.1472298060584]]], [[[-95.1241922015677, 30.1472907628706], [-95.124188800546, 30.1472996518685], [-95.1241653131946, 30.1473214459511], [-95.1241069712102, 30.1473625560904], [-95.124034478065, 30.1474108112715], [-95.1240806101482, 30.1473660625929], [-95.1241495073372, 30.1473163656371], [-95.1241922015677, 30.1472907628706]]], [[[-95.124034478065, 30.1474108112715], [-95.1239879067058, 30.1474559856192], [-95.1238159017868, 30.1475588307076], [-95.1237682758053, 30.1475660868384], [-95.123773933395, 30.1475636818518], [-95.1238479033704, 30.147537902038], [-95.1239851273183, 30.1474436616018], [-95.124034478065, 30.1474108112715]]], [[[-95.1237377258991, 30.1484227244408], [-95.1237029970303, 30.1483873164407], [-95.1236565810795, 30.1483363079869], [-95.1236839374749, 30.1483480632764], [-95.1237377258991, 30.1484227244408]]], [[[-95.1237926677602, 30.1484787400853], [-95.123774030413, 30.1484597380684], [-95.1238614364902, 30.1485102050309], [-95.1238783544619, 30.1485269341303], [-95.1237926677602, 30.1484787400853]]], [[[-95.123774030413, 30.1484597380684], [-95.123757527463, 30.1484502098706], [-95.1237377258991, 30.1484227244408], [-95.123774030413, 30.1484597380684]]]]}",SD20190005,SD20190005,Active,103,Texas Department of Transportation (Houston),,,SD20190005,P032112,Special Document (SD),1500
glo_upland_leases,Surface Site,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.708199573417, 31.6470045130543], [-103.708263927826, 31.6467912525086], [-103.708574176281, 31.6468597925921], [-103.708575074596, 31.6468599906583], [-103.70849475443, 31.6471261620972], [-103.708183606761, 31.6470574241444], [-103.708199573417, 31.6470045130543]]]}",SL20190009,SL20190009,Active,104,Vaquero Permian Gathering LLC,,,SL20190009,P032115,Commercial (LC/ME/SL/LA),15000
glo_upland_leases,Surface Site,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.708198676, 31.6470043149885], [-103.708278997065, 31.6467381439654], [-103.708590142936, 31.6468068821544], [-103.708574176281, 31.6468597925921], [-103.70850982277, 31.6470730529806], [-103.708199573417, 31.6470045130543], [-103.708198676, 31.6470043149885]]]}",SL20190009,SL20190009,Active,105,Vaquero Permian Gathering LLC,,,SL20190009,P032115,Commercial (LC/ME/SL/LA),15000
glo_upland_leases,Surface Site,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.874635879117, 31.5865139577083], [-103.874626765708, 31.5867872492877], [-103.874305613503, 31.5867865980788], [-103.874314736793, 31.5865117974638], [-103.874635879117, 31.5865139577083]]]}",SL20190010,SL20190010,Active,106,"MarkWest Energy West Texas Gas Company, L.L.C.",,,SL20190010,P032120,Commercial (LC/ME/SL/LA),25000
glo_upland_leases,Surface Site,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.902374984623, 31.5847183647238], [-103.902390519189, 31.586093014396], [-103.899982386542, 31.586116703728], [-103.899965670692, 31.584741734533], [-103.902374984623, 31.5847183647238]]]}",SL20190016,SL20190016,Active,107,"EOG Resources, Inc.",,,SL20190016,P032164,Commercial (LC/ME/SL/LA),90000
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-95.3142530925153, 29.1522267470798], [-95.3142522220478, 29.1523160188553], [-95.3142457685508, 29.152398112952], [-95.3142482128666, 29.1524414052798], [-95.3142321141584, 29.1524879612026], [-95.3142343590483, 29.152539354467], [-95.3142418824388, 29.1525486973391], [-95.3142351414809, 29.152568601443], [-95.3142409167499, 29.1526185652691], [-95.3142358403702, 29.1526365308074], [-95.314235885286, 29.1526516297024], [-95.314227092576, 29.1527166029382], [-95.3142303327992, 29.152775941709], [-95.3142196051181, 29.1528174624318], [-95.3142052823792, 29.1528672198082], [-95.3142075524219, 29.1529073518951], [-95.3141847172474, 29.152946804573], [-95.3141637119411, 29.1530360098233], [-95.3141625710807, 29.1530978008121], [-95.3141523311848, 29.15316136085], [-95.3141340864014, 29.1532073319815], [-95.3136119954397, 29.1532592599262], [-95.3136220242315, 29.1532268240864], [-95.3136445135547, 29.1531651069198], [-95.3136699754031, 29.1531042864199], [-95.3137002279669, 29.1530494901987], [-95.3137169860385, 29.1529902598494], [-95.3137295705373, 29.1529364300947], [-95.3137410384303, 29.152861080943], [-95.3137492436421, 29.1527667722367], [-95.3137529357179, 29.1526901065346], [-95.3137675279514, 29.1526184413147], [-95.3137719314929, 29.1525003511639], [-95.3137626294381, 29.1524080528589], [-95.3137618577853, 29.1523950894], [-95.3137084843827, 29.15224031229], [-95.3142530925153, 29.1522267470798]]]}",SD20190010,SD20190010,Active,108,Texas Department of Transportation (Houston),,,SD20190010,P032168,Special Document (SD),1500
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-95.1728719050175, 29.2492741994163], [-95.172847776269, 29.2492577729106], [-95.1728094379693, 29.2492396941891], [-95.1727227963584, 29.2492050729505], [-95.1726265463673, 29.2491690432423], [-95.1725459001127, 29.2491368775724], [-95.1724313047268, 29.2490658777708], [-95.1723646452412, 29.2490439631775], [-95.1722794535112, 29.2489798331813], [-95.1722063001043, 29.2489415719591], [-95.1721308011963, 29.2489218448824], [-95.1720119765421, 29.2488507861478], [-95.1721572484966, 29.2487250645567], [-95.1723149926605, 29.2488013473103], [-95.172362781237, 29.248821572114], [-95.1724764549513, 29.2488944508176], [-95.1725190548587, 29.2489159359289], [-95.1725484594129, 29.2489253389947], [-95.1726363676483, 29.2489631440605], [-95.1727976511744, 29.2490445627721], [-95.1729472062962, 29.2491113779694], [-95.1730006677337, 29.2491387515977], [-95.1728865574381, 29.2492375058689], [-95.1728719050175, 29.2492741994163]]]}",SD20190011,SD20190011,Active,109,Texas Department of Transportation (Houston),,,SD20190011,P032169,Special Document (SD),1500
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-95.2067099784147, 29.2167949724925], [-95.2067079446289, 29.2167916427139], [-95.2068327080454, 29.2168928226191], [-95.2068502072272, 29.2168946415687], [-95.2068675950178, 29.2169155547823], [-95.206895258637, 29.2169546465018], [-95.2070059229951, 29.2169775534899], [-95.2070634376312, 29.2169787781437], [-95.207149250097, 29.2169374676295], [-95.2071542833576, 29.216970164013], [-95.2058146635036, 29.2183811296804], [-95.2058020942762, 29.2183673160556], [-95.2057659298994, 29.2183417954593], [-95.2057809883586, 29.2183245446899], [-95.2057723546503, 29.2182970146415], [-95.2057671525065, 29.2182646714903], [-95.205746177743, 29.218251663822], [-95.2056739711604, 29.2182490577408], [-95.2056583063385, 29.2182443630312], [-95.2056068912632, 29.2182289554758], [-95.2056112660587, 29.2181871742696], [-95.2054921278924, 29.2181635015642], [-95.2052813534824, 29.2181214521963], [-95.2052001044582, 29.2180809441962], [-95.205145894724, 29.2180666875591], [-95.2051168971067, 29.2180424722832], [-95.2051027252847, 29.2180591264602], [-95.2050870406999, 29.2180465476253], [-95.2050784294496, 29.2180546206909], [-95.2049932655674, 29.2180232394573], [-95.2049195156792, 29.2179784318436], [-95.2048408034973, 29.2179286950635], [-95.2047262997397, 29.2178679505836], [-95.2046489044881, 29.2178656910306], [-95.2061313995913, 29.2164652431273], [-95.2061991801745, 29.2165077612427], [-95.2062482362738, 29.2165858485421], [-95.2063106673894, 29.2166381481905], [-95.2063743992656, 29.2166883654243], [-95.206432675673, 29.2167292095404], [-95.2064902738524, 29.2167595225362], [-95.2065066447501, 29.2167613093428], [-95.2065392320354, 29.2167876904147], [-95.2065646031539, 29.2167640871646], [-95.206585801598, 29.2167600125556], [-95.2066306158526, 29.2167746888311], [-95.2067061632697, 29.2167887269034], [-95.2067079446289, 29.2167916427139], [-95.2067067804123, 29.2167906987408], [-95.2067050538503, 29.2168068568299], [-95.2067099784147, 29.2167949724925]]], [[[-95.2037343584434, 29.2187296135984], [-95.2037660788544, 29.2187076039165], [-95.2039515243667, 29.218543529598], [-95.2040132197621, 29.2184660960937], [-95.2044017519022, 29.2180991734647], [-95.2044592180293, 29.2180924889034], [-95.204558074033, 29.2181014667253], [-95.2045957826137, 29.2180312552912], [-95.2046274338544, 29.2179958841649], [-95.2047555839196, 29.2180301317888], [-95.204936114749, 29.2180773698448], [-95.2049820626775, 29.2180997873529], [-95.2049544188212, 29.2181413616133], [-95.2048729110822, 29.2181470520335], [-95.2047729267945, 29.2182553800748], [-95.2046729416084, 29.2183637080014], [-95.2045763727154, 29.2185224105201], [-95.2045476293212, 29.2186011164413], [-95.2044414412681, 29.2186191668613], [-95.2044031380027, 29.2186936194203], [-95.2043213383113, 29.2187110535873], [-95.2043170856867, 29.2187500129071], [-95.2042823586145, 29.2188418179782], [-95.2041894054404, 29.2188905515601], [-95.2041627317647, 29.2189156251315], [-95.2041443899632, 29.2189620356443], [-95.2041069472839, 29.2190141231799], [-95.2040909204409, 29.219001132071], [-95.2040760865606, 29.2190153948502], [-95.2040473997603, 29.2190226226727], [-95.2039862433541, 29.2190458757323], [-95.2039305999088, 29.2190262416799], [-95.2038737661957, 29.2189878932121], [-95.2038229817377, 29.2189931366973], [-95.2037800853863, 29.2189594656458], [-95.2036518176418, 29.2188986253433], [-95.2036344541057, 29.2188378539979], [-95.2037343584434, 29.2187296135984]]], [[[-95.2051027252847, 29.2180591264602], [-95.2051033693768, 29.21805964313], [-95.2050978761788, 29.2180648255091], [-95.2051027252847, 29.2180591264602]]]]}",SD20190012,SD20190012,Active,110,Texas Department of Transportation (Houston),,,SD20190012,P032170,Special Document (SD),4915.5
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-95.1521522719724, 29.2660417724253], [-95.1521655266144, 29.2660456499431], [-95.1523442671015, 29.2661222160003], [-95.1524238317845, 29.2661520849284], [-95.1525710081674, 29.2662050386805], [-95.1527516153536, 29.2662552966425], [-95.1529072305103, 29.2663200505652], [-95.1530364342993, 29.26636021191], [-95.1530981063385, 29.2663826846711], [-95.1529453002137, 29.2665148465366], [-95.1527935397279, 29.266449378048], [-95.1526410929292, 29.2663963554612], [-95.1524808936697, 29.2663483920993], [-95.1524204136948, 29.2663284301497], [-95.1522631573162, 29.2663015477694], [-95.1520725563724, 29.266198166833], [-95.1520223953453, 29.2661541490697], [-95.1521522719724, 29.2660417724253]]]}",SD20190013,SD20190013,Active,111,Texas Department of Transportation (Houston),,,SD20190013,P032171,Special Document (SD),1500
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-95.1305896329153, 29.2915802431632], [-95.1303349964649, 29.2917604163501], [-95.1302357829316, 29.2916486491869], [-95.1301170786517, 29.2915625691382], [-95.1300806393905, 29.2915133828568], [-95.1300473118934, 29.2914981618285], [-95.1299146756417, 29.2914161070655], [-95.129883124114, 29.2913787854218], [-95.1297316690554, 29.2912481105953], [-95.1296963796378, 29.2912100203154], [-95.1296530736546, 29.2912005083199], [-95.1295353126057, 29.2911127755737], [-95.1294489737271, 29.2910225435082], [-95.1294300049015, 29.2909870174163], [-95.1296646439555, 29.2908209875174], [-95.1297237872371, 29.2908683008717], [-95.1298390249184, 29.2909613535384], [-95.1299036110924, 29.2910158143526], [-95.1299539293247, 29.2910507638066], [-95.1300059220167, 29.2911004008011], [-95.1300012094547, 29.2911038417636], [-95.1300166919187, 29.2911211045508], [-95.130038141891, 29.2911058764129], [-95.1302884619365, 29.2913209825621], [-95.1304633360746, 29.2914391822811], [-95.1305420455614, 29.2915336227156], [-95.1305896329153, 29.2915802431632]]]}",SD20190014,SD20190014,Active,112,Texas Department of Transportation (Houston),,,SD20190014,P032172,Special Document (SD),1500
glo_upland_leases,Solar Power,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-99.7265284451948, 28.5936813201783], [-99.7264609385978, 28.5896973695118], [-99.7214993896717, 28.5785692445146], [-99.718678478457, 28.579446434953], [-99.7186284620586, 28.5751465747902], [-99.7142544724137, 28.5750536819294], [-99.7142012014191, 28.573016508586], [-99.7117854303975, 28.5704401782011], [-99.7117575107584, 28.5641780567813], [-99.7055064383268, 28.5614061108308], [-99.7055359946963, 28.5602902726799], [-99.7021279473068, 28.5601971071212], [-99.7021079454186, 28.5598771173575], [-99.7020959582995, 28.5594097033681], [-99.721578476451, 28.5554472081181], [-99.7233185239362, 28.5548772232581], [-99.7261286266214, 28.5616069958675], [-99.7279686754623, 28.5609770110793], [-99.7309187823812, 28.5679567762465], [-99.7317888052254, 28.5676767821322], [-99.7346889110173, 28.5744665548041], [-99.7359199703675, 28.5760722415799], [-99.7404452345096, 28.5798579783267], [-99.7407855657466, 28.5798882057313], [-99.7412656380108, 28.5799690358734], [-99.7414652813962, 28.5801060979041], [-99.7414734973878, 28.5805364859397], [-99.7462196635464, 28.5861972499037], [-99.7464635300949, 28.5866667961462], [-99.7377790760689, 28.5971358080622], [-99.7349589068625, 28.595153413125], [-99.7349769333553, 28.5940093304658], [-99.7265284451948, 28.5936813201783]]]}",SD20190017,SD20190017,Active,113,"Shakes Solar, LLC",,,SD20190017,P032193,Commercial (LC/ME/SL/LA),104459.5
glo_upland_leases,Drill Pad,,glo_upland_leases,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-103.626368373552, 31.6088931415476], [-103.626274306467, 31.6088762692161], [-103.624749334526, 31.6086026583874], [-103.62493386735, 31.6078492729255], [-103.626552927936, 31.6081397806229], [-103.626368373552, 31.6088931415476]]], [[[-103.626274306467, 31.6088762692161], [-103.626143098537, 31.6094142459895], [-103.624916758037, 31.6091944269854], [-103.625048292954, 31.6086564466466], [-103.626274306467, 31.6088762692161]]]]}",SL20190030,SL20190030,Active,114,Diamondback E&P LLC,,,SL20190030,P032243,Commercial (LC/ME/SL/LA),80000
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-97.6887444930452, 29.5206423967211], [-97.6888382511097, 29.5208466532627], [-97.688491390019, 29.5210325888926], [-97.6883055249934, 29.5208775989136], [-97.6881257020365, 29.520570802087], [-97.6883613813395, 29.5204445144977], [-97.6883449538479, 29.520421063617], [-97.6885824558326, 29.5202937987194], [-97.6887444930452, 29.5206423967211]]]}",SD20190021,SD20190021,Active,115,Texas Department of Transportation - Yoakum District,,,SD20190021,P032248,Special Document (SD),1500
glo_upland_leases,Pipeline-Water,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-106.269223171966, 31.8117221563044], [-106.269094418233, 31.8117236204571], [-106.269094005906, 31.8116836532016], [-106.26906668724, 31.8090487006745], [-106.26905373533, 31.8077993330104], [-106.269558410654, 31.8072503149115], [-106.269678582781, 31.8071195828576], [-106.271089612412, 31.8069341123027], [-106.271109201973, 31.8070427880816], [-106.269748683712, 31.807221385421], [-106.269567646233, 31.807418331747], [-106.269182887915, 31.8078368956883], [-106.269195379888, 31.80904159574], [-106.269222766826, 31.8116826837153], [-106.269223171966, 31.8117221563044]]]}",ME20190137,ME20190137,Active,116,El Paso Water Utilities,,,ME20190137,P032304,Commercial (LC/ME/SL/LA),0
glo_upland_leases,Bridge,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-96.2976169016732, 29.7486898551317], [-96.2974062242812, 29.7487325412776], [-96.2972539930782, 29.7487633850113], [-96.2972178295998, 29.7487707116348], [-96.2972071387497, 29.748730530628], [-96.2970763422477, 29.7487570317348], [-96.296944184798, 29.7487838073685], [-96.2968123435553, 29.7488105198211], [-96.2966707160659, 29.7488392148367], [-96.2965481777764, 29.7488640414156], [-96.2965439260501, 29.7488480615289], [-96.2964626482798, 29.7485425900898], [-96.2965123188268, 29.7483710682646], [-96.2965501208323, 29.7482405283537], [-96.296658057007, 29.7478677999162], [-96.2966570985046, 29.7478057094426], [-96.2967876892924, 29.7477792642395], [-96.2969747347042, 29.74774138598], [-96.2969512248949, 29.7476529851203], [-96.2970642922464, 29.7476300877999], [-96.2971727135113, 29.7476081310758], [-96.2972358974152, 29.7477507178879], [-96.2974927904336, 29.748181462681], [-96.2976156170824, 29.7483874101143], [-96.2976167202136, 29.7486470605579], [-96.2976169016732, 29.7486898551317]]]}",SD20190027,SD20190027,Active,117,Texas Department of Transportation - Yoakum District,,,SD20190027,P032361,Special Document (SD),1500
glo_upland_leases,Surface Site,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.21046669389, 31.3473914935889], [-103.208849383223, 31.3470830224756], [-103.20902336174, 31.3462979079867], [-103.209161863991, 31.3463231034693], [-103.209281975032, 31.3458372938493], [-103.210280945646, 31.3459975840043], [-103.21014758086, 31.3465402265518], [-103.210650565554, 31.3466369957613], [-103.21046669389, 31.3473914935889]]]}",SL20190040 ,SL20190040,Active,118,Diamondback E&P LLC,,,SL20190040,P032385,Commercial (LC/ME/SL/LA),95000
glo_upland_leases,Meter Site,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.651590628702, 31.6092034927537], [-103.651269408225, 31.6092059745554], [-103.651266540802, 31.6089310710031], [-103.651587728941, 31.6089285899591], [-103.651590628702, 31.6092034927537]]]}",SL20170048,SL20170048,Active,119,Vaquero Permian Gathering LLC,,,SL20170048,P031226,Commercial (LC/ME/SL/LA),16000
glo_upland_leases,Surface Site,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.635215820598, 31.6099549699641], [-103.633573556528, 31.609954498701], [-103.633574119772, 31.6085490781905], [-103.635215684953, 31.6085495670568], [-103.635215820598, 31.6099549699641]]]}",SL20190001,SL20190001,Active,120,Vaquero Permian Gathering LLC,,,SL20190001,P032059,Commercial (LC/ME/SL/LA),59250
glo_upland_leases,Drill Pad ; Production Facility,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-103.623848570434, 31.5800974990362], [-103.623848248837, 31.5793418006529], [-103.624040750616, 31.5793417095835], [-103.624040766786, 31.5791079594219], [-103.624313553696, 31.5791079249838], [-103.624313481831, 31.5788604793197], [-103.624875307074, 31.5788602994759], [-103.624875678977, 31.579341239696], [-103.625550073007, 31.5793408440416], [-103.625550453893, 31.5800969541549], [-103.625550542826, 31.5805092256209], [-103.624266172057, 31.5805096182092], [-103.624266121751, 31.5800973697034], [-103.623848570434, 31.5800974990362]]]}",SL20180074,SL20180074,Active,121,Anadarko E&P Onshore LLC,31.5788603,-103.6248757,SL20180074,P031916,Commercial (LC/ME/SL/LA),80000
glo_upland_leases,,,glo_upland_leases,"{""type"": ""Polygon"", ""coordinates"": [[[-104.047912055306, 30.3549439915256], [-104.081238103365, 30.3549441481092], [-104.081248256124, 30.3621963628505], [-104.081098326405, 30.3766959257201], [-104.081038397097, 30.3911554907033], [-104.080958470393, 30.4056550552776], [-104.085048583425, 30.4056150402406], [-104.085168614517, 30.4110748757043], [-104.065878076223, 30.4111249482552], [-104.047417559692, 30.4111950163155], [-104.047437531037, 30.4055251876427], [-104.047547512676, 30.4012553158327], [-104.047547498303, 30.3983554021737], [-104.047607462645, 30.3910556210991], [-104.047727392227, 30.3766260553325], [-104.04788732289, 30.3620964923337], [-104.047912055306, 30.3549439915256]]]}",SD20190031,SD20190031,Active,122,Dixon Water Foundation,,,SD20190031,P032866,Special Document (SD),25273.85
